id,class,method,allPerm,dangerousPerm,permTag
314,android.location.LocationManager,registerGnssMeasurementsCallback,ACCESS_FINE_LOCATION;,ACCESS_FINE_LOCATION;,"
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if callback is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if the ACCESS_FINE_LOCATION permission is not present
 
 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></td>
        </tr>
      </tbody></table>"
315,android.location.LocationManager,registerGnssNavigationMessageCallback,ACCESS_FINE_LOCATION;,ACCESS_FINE_LOCATION;,"
<p>See
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#registerGnssNavigationMessageCallback(java.util.concurrent.Executor,%20android.location.GnssNavigationMessage.Callback)"">registerGnssNavigationMessageCallback(java.util.concurrent.Executor, android.location.GnssNavigationMessage.Callback)</a></code> for
 more detail on how this method works.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if callback is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if the ACCESS_FINE_LOCATION permission is not present</td>
        </tr>
      </tbody></table>"
316,android.location.LocationManager,registerGnssNavigationMessageCallback,ACCESS_FINE_LOCATION;,ACCESS_FINE_LOCATION;,"
<p>Not all GNSS chipsets support navigation message updates, see
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#getGnssCapabilities()"">getGnssCapabilities()</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if executor is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if callback is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if the ACCESS_FINE_LOCATION permission is not present</td>
        </tr>
      </tbody></table>"
317,android.location.LocationManager,registerGnssStatusCallback,ACCESS_FINE_LOCATION;,ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#registerGnssStatusCallback(java.util.concurrent.Executor,%20android.location.GnssStatus.Callback)"">registerGnssStatusCallback(java.util.concurrent.Executor, android.location.GnssStatus.Callback)</a></code> for more detail on
 how this method works.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if the ACCESS_FINE_LOCATION permission is not present</td>
        </tr>
      </tbody></table>"
318,android.location.LocationManager,registerGnssStatusCallback,ACCESS_FINE_LOCATION;,ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#registerGnssStatusCallback(java.util.concurrent.Executor,%20android.location.GnssStatus.Callback)"">registerGnssStatusCallback(java.util.concurrent.Executor, android.location.GnssStatus.Callback)</a></code> for more detail on
 how this method works.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if callback is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if the ACCESS_FINE_LOCATION permission is not present</td>
        </tr>
      </tbody></table>"
319,android.location.LocationManager,registerGnssStatusCallback,ACCESS_FINE_LOCATION;,ACCESS_FINE_LOCATION;,"
<p>Registers a GNSS status callback. GNSS status information will only be received while the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#GPS_PROVIDER"">GPS_PROVIDER</a></code> is enabled, and while the client app is in the foreground.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if executor is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if callback is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if the ACCESS_FINE_LOCATION permission is not present</td>
        </tr>
      </tbody></table>"
320,android.location.LocationManager,removeProximityAlert,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>Before API version 17, this method could be used with
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>.
 From API version 17 and onwards, this method requires
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> permission.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if intent is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code>
 permission is not present</td>
        </tr>
      </tbody></table>"
321,android.location.LocationManager,removeUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>If the given listener has any batched requests, this method will not flush any incomplete
 location batches before stopping location updates. If you wish to flush any pending locations
 before stopping, you must first call <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#requestFlush(java.lang.String,%20android.location.LocationListener,%20int)"">requestFlush(java.lang.String, android.location.LocationListener, int)</a></code> and
 then call this method once the flush is complete. If this method is invoked before the flush
 is complete, you may not receive the flushed locations.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>"
322,android.location.LocationManager,requestLocationUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p class=""note""> Prior to Jellybean, the minTime parameter was only a hint, and some location
 provider implementations ignored it. For Jellybean and onwards however, it is mandatory for
 Android compatible devices to observe both the minTime and minDistance parameters.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if listener is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/RuntimeException"">RuntimeException</a></code></td>
          <td width=""100%"">if the calling thread has no Looper</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
323,android.location.LocationManager,requestLocationUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#requestLocationUpdates(java.lang.String,%20android.location.LocationRequest,%20java.util.concurrent.Executor,%20android.location.LocationListener)"">requestLocationUpdates(java.lang.String, android.location.LocationRequest, java.util.concurrent.Executor, android.location.LocationListener)</a></code>
 for more detail on how this method works.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if criteria is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if listener is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
324,android.location.LocationManager,requestLocationUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p class=""note"">Prior to Jellybean, the minTime parameter was only a hint, and some location
 provider implementations ignored it. For Jellybean and onwards however, it is mandatory for
 Android compatible devices to observe both the minTime and minDistance parameters.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if listener is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
325,android.location.LocationManager,requestLocationUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p class=""note"">Prior to Jellybean, the minTime parameter was only a hint, and some location
 provider implementations ignored it. For Jellybean and onwards however, it is mandatory for
 Android compatible devices to observe both the minTime and minDistance parameters.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if executor is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if listener is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
326,android.location.LocationManager,requestLocationUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>To unregister for location updates, use <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#removeUpdates(android.app.PendingIntent)"">removeUpdates(android.app.PendingIntent)</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if locationRequest is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if pendingIntent is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
327,android.location.LocationManager,requestLocationUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>To unregister for location updates, use <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#removeUpdates(android.location.LocationListener)"">removeUpdates(android.location.LocationListener)</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if locationRequest is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if listener is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
328,android.location.LocationManager,requestLocationUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#requestLocationUpdates(java.lang.String,%20long,%20float,%20android.app.PendingIntent)"">requestLocationUpdates(java.lang.String, long, float, android.app.PendingIntent)</a></code> for more detail on
 how this method works.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if pendingIntent is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
329,android.location.LocationManager,requestLocationUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#requestLocationUpdates(java.lang.String,%20android.location.LocationRequest,%20java.util.concurrent.Executor,%20android.location.LocationListener)"">requestLocationUpdates(java.lang.String, android.location.LocationRequest, java.util.concurrent.Executor, android.location.LocationListener)</a></code>
 for more detail on how this method works.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if criteria is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if executor is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if listener is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
330,android.location.LocationManager,requestLocationUpdates,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#requestLocationUpdates(java.lang.String,%20android.location.LocationRequest,%20android.app.PendingIntent)"">requestLocationUpdates(java.lang.String, android.location.LocationRequest, android.app.PendingIntent)</a></code> for more
 detail on how this method works.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if pendingIntent is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
331,android.location.LocationManager,requestSingleUpdate,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#requestLocationUpdates(long,%20float,%20android.location.Criteria,%20android.app.PendingIntent)"">requestLocationUpdates(long, float, android.location.Criteria, android.app.PendingIntent)</a></code> for more detail
 on how to use this method.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if intent is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
332,android.location.LocationManager,requestSingleUpdate,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#requestLocationUpdates(long,%20float,%20android.location.Criteria,%20android.app.PendingIntent)"">requestLocationUpdates(long, float, android.location.Criteria, android.app.PendingIntent)</a></code> for more detail
 on how to use this method.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if intent is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
333,android.location.LocationManager,requestSingleUpdate,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,ACCESS_COARSE_LOCATION;ACCESS_FINE_LOCATION;,"
<p>See <code dir=""ltr"" translate=""no""><a href=""/reference/android/location/LocationManager#requestLocationUpdates(java.lang.String,%20long,%20float,%20android.location.LocationListener,%20android.os.Looper)"">requestLocationUpdates(java.lang.String, long, float, android.location.LocationListener, android.os.Looper)</a></code> for
 more detail on how to use this method.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Throws</th></tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if provider is null or doesn""t exist</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/IllegalArgumentException"">IllegalArgumentException</a></code></td>
          <td width=""100%"">if listener is null</td>
        </tr>
        <tr>
          <td><code dir=""ltr"" translate=""no""><a href=""/reference/java/lang/SecurityException"">SecurityException</a></code></td>
          <td width=""100%"">if no suitable permission is present</td>
        </tr>
      </tbody></table>"
